feature,rmse,mae,bias
Pd,82.24267487246411,57.692321668744874,-19.600286816360125
Qd,53.017573651508215,37.13492304758755,-4.50918599341847
Pg,123.32738979477477,75.37700514523529,-15.58030914000727
Qg,55.43384834593512,39.35799728728647,-2.082992777694367
Vm,0.13808659242853444,0.08922429825093023,-0.03393775130504558
Va,0.7025840076565595,0.5415440767248264,-0.3642565404668179
