feature,rmse_before_fix,mae_before_fix,bias_before_fix,rmse_after_fix,mae_after_fix,bias_after_fix,rmse_delta,rmse_pct_change,mae_delta,mae_pct_change
Pd,5.208152121393882,2.998992759114254,-0.684298185249463,3.567358632808317,1.4479923854974217,-0.2615410378498798,-1.6407934885855648,-31.504331101343322,-1.5510003736168323,-51.71737640590092
Qd,6.877994038890013,3.633880770933928,-0.2033796066291033,4.934792711705199,1.8343676369317803,-0.08584488954735536,-1.9432013271848145,-28.25244273544635,-1.7995131340021475,-49.5204231353926
Pg,12.192788497004535,5.080720400656299,-3.4162010511184997,3.6146566398017614,1.5395798155028597,-0.5993621571979725,-8.578131857202774,-70.35414301913141,-3.541140585153439,-69.69760793559934
Qg,11.07533216339474,6.273236920939705,-0.6206133409244432,7.742901464404777,3.121849212683474,-0.2863334567273545,-3.332430698989964,-30.088765283302603,-3.1513877082562307,-50.23543264781024
Vm,0.0889345562435963,0.0413881250280826,0.006491362696621,0.0015044473260674585,0.0007610494180949928,-8.01812425455802e-05,-0.08743010891752884,-98.30836584831356,-0.0406270756099876,-98.16118894591477
Va,0.0465318798432652,0.0340603780990046,-0.0075068227979482,0.031075116307405358,0.0162430041194833,-0.0009718471892944776,-0.015456763535859841,-33.21757811617185,-0.0178173739795213,-52.31114560070607
